"Ebene";"EDV-Code";"Code";"Titel";"Kurztitel"
1;"A";"A";"LAND- UND FORSTWIRTSCHAFT, FISCHEREI";""
2;"A01";"A 01";"Landwirtschaft, Jagd und damit verbundene Tätigkeiten";""
3;"A011";"A 01.1";"Anbau ein- und zweijähriger Pflanzen";""
4;"A0111";"A 01.11";"Anbau von anderem Getreide als Reis sowie von Hülsenfrüchten und Ölsaaten";""
4;"A0112";"A 01.12";"Anbau von Reis";""
4;"A0113";"A 01.13";"Anbau von Gemüse und Melonen sowie Wurzeln und Knollen";""
4;"A0114";"A 01.14";"Anbau von Zuckerrohr";""
4;"A0115";"A 01.15";"Anbau von Tabak";""
4;"A0116";"A 01.16";"Anbau von Faserpflanzen";""
4;"A0119";"A 01.19";"Anbau von sonstigen ein- und zweijährigen Pflanzen";""
3;"A012";"A 01.2";"Anbau mehrjähriger Pflanzen";""
4;"A0121";"A 01.21";"Anbau von Wein- und Tafeltrauben";""
4;"A0122";"A 01.22";"Anbau von tropischen und subtropischen Früchten";""
4;"A0123";"A 01.23";"Anbau von Zitrusfrüchten";""
4;"A0124";"A 01.24";"Anbau von Kern- und Steinobst";""
4;"A0125";"A 01.25";"Anbau von sonstigem Obst und Nüssen";""
4;"A0126";"A 01.26";"Anbau von ölhaltigen Früchten";""
4;"A0127";"A 01.27";"Anbau von Pflanzen zur Herstellung von Getränken";""
4;"A0128";"A 01.28";"Anbau von Gewürzpflanzen, Pflanzen für aromatische, narkotische und pharmazeutische Zwecke";""
4;"A0129";"A 01.29";"Anbau sonstiger mehrjähriger Pflanzen";""
3;"A013";"A 01.3";"Betrieb von Baumschulen sowie Anbau von Pflanzen zu Vermehrungszwecken";""
4;"A0130";"A 01.30";"Betrieb von Baumschulen sowie Anbau von Pflanzen zu Vermehrungszwecken";""
3;"A014";"A 01.4";"Tierhaltung";""
4;"A0141";"A 01.41";"Haltung von Milchkühen";""
4;"A0142";"A 01.42";"Haltung von sonstigen Rindern";""
4;"A0143";"A 01.43";"Haltung von Pferden und Eseln";""
4;"A0144";"A 01.44";"Haltung von Kamelen";""
4;"A0145";"A 01.45";"Haltung von Schafen und Ziegen";""
4;"A0146";"A 01.46";"Haltung von Schweinen";""
4;"A0147";"A 01.47";"Haltung von Geflügel";""
4;"A0148";"A 01.48";"Sonstige Tierhaltung";""
3;"A015";"A 01.5";"Gemischte Landwirtschaft";""
4;"A0150";"A 01.50";"Gemischte Landwirtschaft";""
3;"A016";"A 01.6";"Erbringung von landwirtschaftlichen Dienstleistungen und nach der Ernte anfallende Tätigkeiten";""
4;"A0161";"A 01.61";"Erbringung von landwirtschaftlichen Dienstleistungen für den Pflanzenbau";""
4;"A0162";"A 01.62";"Erbringung von landwirtschaftlichen Dienstleistungen für die Tierhaltung";""
4;"A0163";"A 01.63";"Nach der Ernte anfallende Tätigkeiten in der pflanzlichen Erzeugung und Saatgutaufbereitung";""
3;"A017";"A 01.7";"Jagd, Fallenstellerei und damit verbundene Tätigkeiten";""
4;"A0170";"A 01.70";"Jagd, Fallenstellerei und damit verbundene Tätigkeiten";""
2;"A02";"A 02";"Forstwirtschaft und Holzeinschlag";""
3;"A021";"A 02.1";"Forstwirtschaft";""
4;"A0210";"A 02.10";"Forstwirtschaft";""
3;"A022";"A 02.2";"Holzeinschlag";""
4;"A0220";"A 02.20";"Holzeinschlag";""
3;"A023";"A 02.3";"Sammeln von wildwachsenden Produkten, ohne Holz";""
4;"A0230";"A 02.30";"Sammeln von wildwachsenden Produkten, ohne Holz";""
3;"A024";"A 02.4";"Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag";""
4;"A0240";"A 02.40";"Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag";""
2;"A03";"A 03";"Fischerei und Aquakultur";""
3;"A031";"A 03.1";"Fischerei";""
4;"A0311";"A 03.11";"Meeresfischerei";""
4;"A0312";"A 03.12";"Süßwasserfischerei";""
3;"A032";"A 03.2";"Aquakultur";""
4;"A0321";"A 03.21";"Meeresaquakultur";""
4;"A0322";"A 03.22";"Süßwasseraquakultur";""
3;"A033";"A 03.3";"Erbringung von Dienstleistungen für Fischerei und Aquakultur";""
4;"A0330";"A 03.30";"Erbringung von Dienstleistungen für Fischerei und Aquakultur";""
1;"B";"B";"BERGBAU UND GEWINNUNG VON STEINEN UND ERDEN";""
2;"B05";"B 05";"Kohlenbergbau";""
3;"B051";"B 05.1";"Steinkohlenbergbau";""
4;"B0510";"B 05.10";"Steinkohlenbergbau";""
3;"B052";"B 05.2";"Braunkohlenbergbau";""
4;"B0520";"B 05.20";"Braunkohlenbergbau";""
2;"B06";"B 06";"Gewinnung von Erdöl und Erdgas";""
3;"B061";"B 06.1";"Gewinnung von Erdöl";""
4;"B0610";"B 06.10";"Gewinnung von Erdöl";""
3;"B062";"B 06.2";"Gewinnung von Erdgas";""
4;"B0620";"B 06.20";"Gewinnung von Erdgas";""
2;"B07";"B 07";"Erzbergbau";""
3;"B071";"B 07.1";"Eisenerzbergbau";""
4;"B0710";"B 07.10";"Eisenerzbergbau";""
3;"B072";"B 07.2";"NE-Metallerzbergbau";""
4;"B0721";"B 07.21";"Bergbau auf Uran- und Thoriumerze";""
4;"B0729";"B 07.29";"Sonstiger NE-Metallerzbergbau";""
2;"B08";"B 08";"Gewinnung von Steinen und Erden, sonstiger Bergbau";""
3;"B081";"B 08.1";"Gewinnung von Natursteinen, Kies, Sand, Ton und Kaolin";""
4;"B0811";"B 08.11";"Gewinnung von Naturwerksteinen, Kalk- und Gipsstein, Schiefer und sonstigem Gestein";""
4;"B0812";"B 08.12";"Gewinnung von Kies und Sand, Ton und Kaolin";""
3;"B089";"B 08.9";"Sonstiger Bergbau; Gewinnung von Steinen und Erden a. n. g.";""
4;"B0891";"B 08.91";"Bergbau auf chemische und Düngemittelminerale";""
4;"B0892";"B 08.92";"Torfgewinnung";""
4;"B0893";"B 08.93";"Gewinnung von Salz";""
4;"B0899";"B 08.99";"Gewinnung von Steinen und Erden a. n. g.";""
2;"B09";"B 09";"Erbringung von Dienstleistungen für den Bergbau und für die Gewinnung von Steinen und Erden";""
3;"B091";"B 09.1";"Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas";""
4;"B0910";"B 09.10";"Erbringung von Dienstleistungen für die Gewinnung von Erdöl und Erdgas";""
3;"B099";"B 09.9";"Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden";""
4;"B0990";"B 09.90";"Erbringung von Dienstleistungen für den sonstigen Bergbau und die Gewinnung von Steinen und Erden";""
1;"C";"C";"VERARBEITENDES GEWERBE/HERSTELLUNG VON WAREN";""
2;"C10";"C 10";"Herstellung von Nahrungs- und Futtermitteln";""
3;"C101";"C 10.1";"Schlachten und Fleischverarbeitung";""
4;"C1011";"C 10.11";"Schlachten, ohne Schlachten von Geflügel";""
4;"C1012";"C 10.12";"Schlachten von Geflügel";""
4;"C1013";"C 10.13";"Fleischverarbeitung";""
3;"C102";"C 10.2";"Fischverarbeitung";""
4;"C1020";"C 10.20";"Fischverarbeitung";""
3;"C103";"C 10.3";"Obst- und Gemüseverarbeitung";""
4;"C1031";"C 10.31";"Kartoffelverarbeitung";""
4;"C1032";"C 10.32";"Herstellung von Frucht- und Gemüsesäften";""
4;"C1039";"C 10.39";"Sonstige Verarbeitung von Obst und Gemüse";""
3;"C104";"C 10.4";"Herstellung von pflanzlichen und tierischen Ölen und Fetten";""
4;"C1041";"C 10.41";"Herstellung von Ölen und Fetten, ohne Margarine u. Ä. Nahrungsfette";""
4;"C1042";"C 10.42";"Herstellung von Margarine u. Ä. Nahrungsfetten";""
3;"C105";"C 10.5";"Herstellung von Milcherzeugnissen und Speiseeis";""
4;"C1051";"C 10.51";"Herstellung von Milcherzeugnissen";""
4;"C1052";"C 10.52";"Herstellung von Speiseeis";""
3;"C106";"C 10.6";"Mahl- und Schälmühlen, Herstellung von Stärke und Stärkeerzeugnissen";""
4;"C1061";"C 10.61";"Mahl- und Schälmühlen";""
4;"C1062";"C 10.62";"Herstellung von Stärke und Stärkeerzeugnissen";""
3;"C107";"C 10.7";"Herstellung von Back- und Teigwaren";""
4;"C1071";"C 10.71";"Herstellung von Backwaren, ohne Dauerbackwaren";""
4;"C1072";"C 10.72";"Herstellung von Dauerbackwaren";""
4;"C1073";"C 10.73";"Herstellung von Teigwaren";""
3;"C108";"C 10.8";"Herstellung von sonstigen Nahrungsmitteln";""
4;"C1081";"C 10.81";"Herstellung von Zucker";""
4;"C1082";"C 10.82";"Herstellung von Süßwaren, ohne Dauerbackwaren";""
4;"C1083";"C 10.83";"Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz";""
4;"C1084";"C 10.84";"Herstellung von Würzmitteln und Soßen";""
4;"C1085";"C 10.85";"Herstellung von Fertiggerichten";""
4;"C1086";"C 10.86";"Herstellung von homogenisierten und diätetischen Nahrungsmitteln";""
4;"C1089";"C 10.89";"Herstellung von sonstigen Nahrungsmitteln a. n. g.";""
3;"C109";"C 10.9";"Herstellung von Futtermitteln";""
4;"C1091";"C 10.91";"Herstellung von Futtermitteln für Nutztiere";""
4;"C1092";"C 10.92";"Herstellung von Futtermitteln für sonstige Tiere";""
2;"C11";"C 11";"Getränkeherstellung";""
3;"C110";"C 11.0";"Getränkeherstellung";""
4;"C1101";"C 11.01";"Herstellung von Spirituosen";""
4;"C1102";"C 11.02";"Herstellung von Traubenwein";""
4;"C1103";"C 11.03";"Herstellung von Apfelwein und sonstigen gegorenen Getränken aus Obst";""
4;"C1104";"C 11.04";"Herstellung von Wermutwein und sonstigen aromatisierten Weinen";""
4;"C1105";"C 11.05";"Herstellung von Bier";""
4;"C1106";"C 11.06";"Herstellung von Malz";""
4;"C1107";"C 11.07";"Herstellung von Erfrischungsgetränken und Mineralwässern";""
2;"C12";"C 12";"Tabakverarbeitung";""
3;"C120";"C 12.0";"Tabakverarbeitung";""
4;"C1200";"C 12.00";"Tabakverarbeitung";""
2;"C13";"C 13";"Herstellung von Textilien";""
3;"C131";"C 13.1";"Spinnstoffaufbereitung und Spinnerei";""
4;"C1310";"C 13.10";"Spinnstoffaufbereitung und Spinnerei";""
3;"C132";"C 13.2";"Weberei";""
4;"C1320";"C 13.20";"Weberei";""
3;"C133";"C 13.3";"Veredlung von Textilien und Bekleidung";""
4;"C1330";"C 13.30";"Veredlung von Textilien und Bekleidung";""
3;"C139";"C 13.9";"Herstellung von sonstigen Textilwaren";""
4;"C1391";"C 13.91";"Herstellung von gewirktem und gestricktem Stoff";""
4;"C1392";"C 13.92";"Herstellung von Heimtextilien und konfektionierten Textilwaren für die Innenausstattung";""
4;"C1393";"C 13.93";"Herstellung von Teppichen";""
4;"C1394";"C 13.94";"Herstellung von Seilerwaren";""
4;"C1395";"C 13.95";"Herstellung von Vliesstoff und nicht-konfektionierten Erzeugnissen daraus";""
4;"C1396";"C 13.96";"Herstellung von technischen Textilien";""
4;"C1399";"C 13.99";"Herstellung von sonstigen Textilwaren a. n. g.";""
2;"C14";"C 14";"Herstellung von Bekleidung";""
3;"C141";"C 14.1";"Herstellung von Bekleidung aus gewirktem und gestricktem Stoff";""
4;"C1410";"C 14.10";"Herstellung von Bekleidung aus gewirktem und gestricktem Stoff";""
3;"C142";"C 14.2";"Herstellung von sonstiger Bekleidung und Bekleidungszubehör";""
4;"C1421";"C 14.21";"Herstellung von Oberbekleidung";""
4;"C1422";"C 14.22";"Herstellung von Wäsche";""
4;"C1423";"C 14.23";"Herstellung von Arbeits- und Berufsbekleidung";""
4;"C1424";"C 14.24";"Herstellung von Lederbekleidung und Pelzwaren";""
4;"C1429";"C 14.29";"Herstellung von sonstiger Bekleidung und Bekleidungszubehör a. n. g.";""
2;"C15";"C 15";"Herstellung von Leder, Lederwaren und ähnlichen Produkten aus anderen Materialen";""
3;"C151";"C 15.1";"Gerben, Färben, Zurichten von Leder und Fellen; Herstellung von Reisegepäck, Handtaschen, Sattlerwaren und Geschirren";""
4;"C1511";"C 15.11";"Gerben, Färben, Zurichten von Leder und Fellen";""
4;"C1512";"C 15.12";"Herstellung von Reisegepäck, Handtaschen, Sattlerwaren und Geschirren aus Stoffen aller Art";""
3;"C152";"C 15.2";"Herstellung von Schuhen";""
4;"C1520";"C 15.20";"Herstellung von Schuhen";""
2;"C16";"C 16";"Herstellung von Holz-, Flecht-, Korb- und Korkwaren, ohne Möbel";""
3;"C161";"C 16.1";"Säge-, Hobel- und Holzimprägnierwerke; Bearbeitung und Veredlung von Holz";""
4;"C1611";"C 16.11";"Säge-, Hobel- und Holzimprägnierwerke";""
4;"C1612";"C 16.12";"Bearbeitung und Veredlung von Holz";""
3;"C162";"C 16.2";"Herstellung von sonstigen Holz-, Kork-, Flecht- und Korbwaren";""
4;"C1621";"C 16.21";"Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten";""
4;"C1622";"C 16.22";"Herstellung von Parketttafeln";""
4;"C1623";"C 16.23";"Herstellung von sonstigen Konstruktionsteilen, Fertigbauteilen, Ausbauelementen und Fertigteilbauten aus Holz";""
4;"C1624";"C 16.24";"Herstellung von Verpackungsmitteln, Lagerbehältern und Ladungsträgern aus Holz";""
4;"C1625";"C 16.25";"Herstellung von Türen und Fenstern aus Holz";""
4;"C1626";"C 16.26";"Herstellung von festen Brennstoffen aus pflanzlicher Biomasse";""
4;"C1627";"C 16.27";"Veredlung von Holzwaren";""
4;"C1628";"C 16.28";"Herstellung von sonstigen Holzwaren sowie Kork-, Flecht- und Korbwaren";""
2;"C17";"C 17";"Herstellung von Papier, Pappe und Waren daraus";""
3;"C171";"C 17.1";"Herstellung von Holz- und Zellstoff, Papier, Karton und Pappe";""
4;"C1711";"C 17.11";"Herstellung von Holz- und Zellstoff";""
4;"C1712";"C 17.12";"Herstellung von Papier, Karton und Pappe";""
3;"C172";"C 17.2";"Herstellung von Waren aus Papier, Karton und Pappe";""
4;"C1721";"C 17.21";"Herstellung von Wellpapier und -pappe sowie von Verpackungsmitteln aus Papier, Karton und Pappe";""
4;"C1722";"C 17.22";"Herstellung von Haushalts-, Hygiene- und Toilettenartikeln aus Zellstoff, Papier und Pappe";""
4;"C1723";"C 17.23";"Herstellung von Schreibwaren und Bürobedarf aus Papier, Karton und Pappe";""
4;"C1724";"C 17.24";"Herstellung von Tapeten";""
4;"C1725";"C 17.25";"Herstellung von sonstigen Waren aus Papier, Karton und Pappe";""
2;"C18";"C 18";"Herstellung von Druckerzeugnissen; Vervielfältigung von bespielten Ton-, Bild- und Datenträgern";""
3;"C181";"C 18.1";"Herstellung von Druckerzeugnissen";""
4;"C1811";"C 18.11";"Drucken von Zeitungen";""
4;"C1812";"C 18.12";"Sonstiges Drucken";""
4;"C1813";"C 18.13";"Druck- und Medienvorstufe";""
4;"C1814";"C 18.14";"Binden von Druckerzeugnissen und damit verbundene Dienstleistungen";""
3;"C182";"C 18.2";"Vervielfältigung von bespielten Ton-, Bild- und Datenträgern";""
4;"C1820";"C 18.20";"Vervielfältigung von bespielten Ton-, Bild- und Datenträgern";""
2;"C19";"C 19";"Kokerei und Mineralölverarbeitung";""
3;"C191";"C 19.1";"Kokerei";""
4;"C1910";"C 19.10";"Kokerei";""
3;"C192";"C 19.2";"Herstellung von Mineralölerzeugnissen und von fossilen Brennstoffen";""
4;"C1920";"C 19.20";"Herstellung von Mineralölerzeugnissen und von fossilen Brennstoffen";""
2;"C20";"C 20";"Herstellung von chemischen Erzeugnissen";""
3;"C201";"C 20.1";"Herstellung von chemischen Grundstoffen, Düngemitteln und Stickstoffverbindungen, Kunststoffen in Primärformen und synthetischem Kautschuk in Primärformen";""
4;"C2011";"C 20.11";"Herstellung von Industriegasen";""
4;"C2012";"C 20.12";"Herstellung von Farbstoffen und Pigmenten";""
4;"C2013";"C 20.13";"Herstellung von sonstigen anorganischen Grundstoffen und Chemikalien";""
4;"C2014";"C 20.14";"Herstellung von sonstigen organischen Grundstoffen und Chemikalien";""
4;"C2015";"C 20.15";"Herstellung von Düngemitteln und Stickstoffverbindungen";""
4;"C2016";"C 20.16";"Herstellung von Kunststoffen in Primärformen";""
4;"C2017";"C 20.17";"Herstellung von synthetischem Kautschuk in Primärformen";""
3;"C202";"C 20.2";"Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln";""
4;"C2020";"C 20.20";"Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln";""
3;"C203";"C 20.3";"Herstellung von Anstrichmitteln, Druckfarben und Kitten";""
4;"C2030";"C 20.30";"Herstellung von Anstrichmitteln, Druckfarben und Kitten";""
3;"C204";"C 20.4";"Herstellung von Wasch-, Reinigungs- und Poliermitteln";""
4;"C2041";"C 20.41";"Herstellung von Seifen, Wasch-, Reinigungs- und Poliermitteln";""
4;"C2042";"C 20.42";"Herstellung von Körperpflegemitteln und Duftstoffen";""
3;"C205";"C 20.5";"Herstellung von sonstigen chemischen Erzeugnissen";""
4;"C2051";"C 20.51";"Herstellung von flüssigen Biokraftstoffen";""
4;"C2059";"C 20.59";"Herstellung von sonstigen chemischen Erzeugnissen a. n. g.";""
3;"C206";"C 20.6";"Herstellung von Chemiefasern";""
4;"C2060";"C 20.60";"Herstellung von Chemiefasern";""
2;"C21";"C 21";"Herstellung von pharmazeutischen Erzeugnissen";""
3;"C211";"C 21.1";"Herstellung von pharmazeutischen Grundstoffen";""
4;"C2110";"C 21.10";"Herstellung von pharmazeutischen Grundstoffen";""
3;"C212";"C 21.2";"Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen";""
4;"C2120";"C 21.20";"Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen";""
2;"C22";"C 22";"Herstellung von Gummi- und Kunststoffwaren";""
3;"C221";"C 22.1";"Herstellung von Gummiwaren";""
4;"C2211";"C 22.11";"Herstellung und Runderneuerung von Bereifungen";""
4;"C2212";"C 22.12";"Herstellung von sonstigen Gummiwaren";""
3;"C222";"C 22.2";"Herstellung von Kunststoffwaren";""
4;"C2221";"C 22.21";"Herstellung von Platten, Folien, Schläuchen und Profilen aus Kunststoffen";""
4;"C2222";"C 22.22";"Herstellung von Verpackungsmitteln aus Kunststoffen";""
4;"C2223";"C 22.23";"Herstellung von Türen und Fenstern aus Kunststoffen";""
4;"C2224";"C 22.24";"Herstellung von Baubedarfsartikeln aus Kunststoffen";""
4;"C2225";"C 22.25";"Bearbeitung und Veredlung von Kunststoffwaren";""
4;"C2226";"C 22.26";"Herstellung von sonstigen Kunststoffwaren";""
2;"C23";"C 23";"Herstellung von Glas und Glaswaren, Keramik, Verarbeitung von Steinen und Erden";""
3;"C231";"C 23.1";"Herstellung von Glas und Glaswaren";""
4;"C2311";"C 23.11";"Herstellung von Flachglas";""
4;"C2312";"C 23.12";"Veredlung und Bearbeitung von Flachglas";""
4;"C2313";"C 23.13";"Herstellung von Hohlglas";""
4;"C2314";"C 23.14";"Herstellung von Glasfasern und Waren daraus";""
4;"C2315";"C 23.15";"Herstellung, Veredlung und Bearbeitung von sonstigem Glas einschließlich technischen Glaswaren";""
3;"C232";"C 23.2";"Herstellung von feuerfesten keramischen Werkstoffen und Waren";""
4;"C2320";"C 23.20";"Herstellung von feuerfesten keramischen Werkstoffen und Waren";""
3;"C233";"C 23.3";"Herstellung von keramischen Baumaterialien";""
4;"C2331";"C 23.31";"Herstellung von keramischen Wand- und Bodenfliesen und -platten";""
4;"C2332";"C 23.32";"Herstellung von Ziegeln und sonstiger Baukeramik";""
3;"C234";"C 23.4";"Herstellung von sonstigen Porzellan- und keramischen Erzeugnissen";""
4;"C2341";"C 23.41";"Herstellung von keramischen Haushaltswaren und Ziergegenständen";""
4;"C2342";"C 23.42";"Herstellung von Sanitärkeramik";""
4;"C2343";"C 23.43";"Herstellung von Isolatoren und Isolierteilen aus Keramik";""
4;"C2344";"C 23.44";"Herstellung von keramischen Erzeugnissen für sonstige technische Zwecke";""
4;"C2345";"C 23.45";"Herstellung von sonstigen keramischen Erzeugnissen";""
3;"C235";"C 23.5";"Herstellung von Zement, Kalk und gebranntem Gips";""
4;"C2351";"C 23.51";"Herstellung von Zement";""
4;"C2352";"C 23.52";"Herstellung von Kalk und gebranntem Gips";""
3;"C236";"C 23.6";"Herstellung von Erzeugnissen aus Beton, Zement und Gips";""
4;"C2361";"C 23.61";"Herstellung von Erzeugnissen aus Beton, Zement und Kalksandstein für den Bau";""
4;"C2362";"C 23.62";"Herstellung von Gipserzeugnissen für den Bau";""
4;"C2363";"C 23.63";"Herstellung von Frischbeton, Transportbeton";""
4;"C2364";"C 23.64";"Herstellung von Mörtel und sonstigem Beton, ohne Frischbeton";""
4;"C2365";"C 23.65";"Herstellung von Faserzementwaren";""
4;"C2366";"C 23.66";"Herstellung von sonstigen Erzeugnissen aus Beton, Zement und Gips";""
3;"C237";"C 23.7";"Be- und Verarbeitung von Naturwerksteinen und Natursteinen";""
4;"C2370";"C 23.70";"Be- und Verarbeitung von Naturwerksteinen und Natursteinen";""
3;"C239";"C 23.9";"Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage sowie sonstigen Erzeugnissen aus nichtmetallischen Mineralien a. n. g.";""
4;"C2391";"C 23.91";"Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage";""
4;"C2399";"C 23.99";"Herstellung von sonstigen Erzeugnissen aus nichtmetallischen Mineralien a. n. g.";""
2;"C24";"C 24";"Metallerzeugung und -bearbeitung";""
3;"C241";"C 24.1";"Erzeugung von Roheisen, Stahl und Ferrolegierungen";""
4;"C2410";"C 24.10";"Erzeugung von Roheisen, Stahl und Ferrolegierungen";""
3;"C242";"C 24.2";"Herstellung von Stahlrohren, Rohrform-, Rohrverschluss- und Rohrverbindungsstücken aus Stahl";""
4;"C2420";"C 24.20";"Herstellung von Stahlrohren, Rohrform-, Rohrverschluss- und Rohrverbindungsstücken aus Stahl";""
3;"C243";"C 24.3";"Sonstige erste Bearbeitung von Eisen und Stahl";""
4;"C2431";"C 24.31";"Herstellung von Blankstahl";""
4;"C2432";"C 24.32";"Herstellung von Kaltband mit einer Breite von weniger als 600 mm";""
4;"C2433";"C 24.33";"Herstellung von Kaltprofilen";""
4;"C2434";"C 24.34";"Herstellung von kaltgezogenem Draht";""
3;"C244";"C 24.4";"Erzeugung und erste Bearbeitung von NE-Metallen";""
4;"C2441";"C 24.41";"Erzeugung und erste Bearbeitung von Edelmetallen";""
4;"C2442";"C 24.42";"Erzeugung und erste Bearbeitung von Aluminium";""
4;"C2443";"C 24.43";"Erzeugung und erste Bearbeitung von Blei, Zink und Zinn";""
4;"C2444";"C 24.44";"Erzeugung und erste Bearbeitung von Kupfer";""
4;"C2445";"C 24.45";"Erzeugung und erste Bearbeitung von sonstigen NE-Metallen";""
4;"C2446";"C 24.46";"Aufbereitung von Kernbrennstoffen";""
3;"C245";"C 24.5";"Gießereien";""
4;"C2451";"C 24.51";"Eisengießereien";""
4;"C2452";"C 24.52";"Stahlgießereien";""
4;"C2453";"C 24.53";"Leichtmetallgießereien";""
4;"C2454";"C 24.54";"Buntmetallgießereien";""
2;"C25";"C 25";"Herstellung von Metallerzeugnissen";""
3;"C251";"C 25.1";"Stahl- und Leichtmetallbau";""
4;"C2511";"C 25.11";"Herstellung von Metallkonstruktionen";""
4;"C2512";"C 25.12";"Herstellung von Ausbauelementen aus Metall";""
3;"C252";"C 25.2";"Herstellung von Metalltanks und -behältern";""
4;"C2521";"C 25.21";"Herstellung von Heizkörpern, Dampfkesseln und Kesseln zum Erzeugen von überhitztem Wasser";""
4;"C2522";"C 25.22";"Herstellung von Sammelbehältern, Tanks u. Ä. Behältern aus Metall";""
3;"C253";"C 25.3";"Herstellung von Waffen und Munition";""
4;"C2530";"C 25.30";"Herstellung von Waffen und Munition";""
3;"C254";"C 25.4";"Herstellung von Schmiede-, Press-, Zieh- und Stanzteilen und pulvermetallurgischen Erzeugnissen";""
4;"C2540";"C 25.40";"Herstellung von Schmiede-, Press-, Zieh- und Stanzteilen und pulvermetallurgischen Erzeugnissen";""
3;"C255";"C 25.5";"Oberflächenveredlung und Wärmebehandlung; Metallbearbeitung";""
4;"C2551";"C 25.51";"Beschichten von Metallen";""
4;"C2552";"C 25.52";"Wärmebehandlung von Metallen";""
4;"C2553";"C 25.53";"Metallbearbeitung";""
3;"C256";"C 25.6";"Herstellung von Schneidwaren, Werkzeugen, Schlössern und Beschlägen aus unedlen Metallen";""
4;"C2561";"C 25.61";"Herstellung von Schneidwaren und Bestecken aus unedlen Metallen";""
4;"C2562";"C 25.62";"Herstellung von Schlössern und Beschlägen aus unedlen Metallen";""
4;"C2563";"C 25.63";"Herstellung von Werkzeugen";""
3;"C259";"C 25.9";"Herstellung von sonstigen Metallwaren";""
4;"C2591";"C 25.91";"Herstellung von Fässern, Trommeln, Dosen, Eimern u. Ä. Behältern aus Metall";""
4;"C2592";"C 25.92";"Herstellung von Verpackungen und Verschlüssen aus Eisen, Stahl und NE-Metall";""
4;"C2593";"C 25.93";"Herstellung von Drahtwaren, Ketten und Federn";""
4;"C2594";"C 25.94";"Herstellung von Schrauben und Nieten";""
4;"C2599";"C 25.99";"Herstellung von sonstigen Metallwaren a. n. g.";""
2;"C26";"C 26";"Herstellung von Datenverarbeitungsgeräten, elektronischen und optischen Erzeugnissen";""
3;"C261";"C 26.1";"Herstellung von elektronischen Bauelementen und Leiterplatten";""
4;"C2611";"C 26.11";"Herstellung von elektronischen Bauelementen";""
4;"C2612";"C 26.12";"Herstellung von bestückten Leiterplatten";""
3;"C262";"C 26.2";"Herstellung von Datenverarbeitungsgeräten und peripheren Geräten";""
4;"C2620";"C 26.20";"Herstellung von Datenverarbeitungsgeräten und peripheren Geräten";""
3;"C263";"C 26.3";"Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik";""
4;"C2630";"C 26.30";"Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik";""
3;"C264";"C 26.4";"Herstellung von Geräten der Unterhaltungselektronik";""
4;"C2640";"C 26.40";"Herstellung von Geräten der Unterhaltungselektronik";""
3;"C265";"C 26.5";"Herstellung von Mess- und Kontrollinstrumenten sowie von Uhren";""
4;"C2651";"C 26.51";"Herstellung von Mess-, Kontroll-, Navigations- u. Ä. Instrumenten und Vorrichtungen";""
4;"C2652";"C 26.52";"Herstellung von Uhren";""
3;"C266";"C 26.6";"Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten";""
4;"C2660";"C 26.60";"Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten";""
3;"C267";"C 26.7";"Herstellung von optischen und fotografischen Instrumenten und Geräten sowie von magnetischen und optischen Datenträgern";""
4;"C2670";"C 26.70";"Herstellung von optischen und fotografischen Instrumenten und Geräten sowie von magnetischen und optischen Datenträgern";""
2;"C27";"C 27";"Herstellung von elektrischen Ausrüstungen";""
3;"C271";"C 27.1";"Herstellung von Elektromotoren, Generatoren, Transformatoren, Elektrizitätsverteilungs- und -schalteinrichtungen";""
4;"C2711";"C 27.11";"Herstellung von Elektromotoren, Generatoren und Transformatoren";""
4;"C2712";"C 27.12";"Herstellung von Elektrizitätsverteilungs- und -schalteinrichtungen";""
3;"C272";"C 27.2";"Herstellung von Batterien und Akkumulatoren";""
4;"C2720";"C 27.20";"Herstellung von Batterien und Akkumulatoren";""
3;"C273";"C 27.3";"Herstellung von Kabeln und elektrischem Installationsmaterial";""
4;"C2731";"C 27.31";"Herstellung von Glasfaserkabeln";""
4;"C2732";"C 27.32";"Herstellung von sonstigen elektronischen und elektrischen Drähten und Kabeln";""
4;"C2733";"C 27.33";"Herstellung von elektrischem Installationsmaterial";""
