"Ebene";"EDV-Code";"Code";"Titel";"Kurztitel"
4;"N6920";"N 69.20";"Wirtschaftsprüfung und Steuerberatung; Buchführung";""
2;"N70";"N 70";"Verwaltung und Führung von Unternehmen und Betrieben; Unternehmensberatung";""
3;"N701";"N 70.1";"Verwaltung und Führung von Unternehmen und Betrieben";""
4;"N7010";"N 70.10";"Verwaltung und Führung von Unternehmen und Betrieben";""
3;"N702";"N 70.2";"Unternehmensberatung";""
4;"N7020";"N 70.20";"Unternehmensberatung";""
2;"N71";"N 71";"Tätigkeiten von Architektur- und Ingenieurbüros; technische, physikalische und chemische Untersuchung";""
3;"N711";"N 71.1";"Tätigkeiten von Architektur- und Ingenieurbüros";""
4;"N7111";"N 71.11";"Tätigkeiten von Architekturbüros";""
4;"N7112";"N 71.12";"Tätigkeiten von Ingenieurbüros";""
3;"N712";"N 71.2";"Technische, physikalische und chemische Untersuchung";""
4;"N7120";"N 71.20";"Technische, physikalische und chemische Untersuchung";""
2;"N72";"N 72";"Forschung und Entwicklung";""
3;"N721";"N 72.1";"Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin";""
4;"N7210";"N 72.10";"Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin";""
3;"N722";"N 72.2";"Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften";""
4;"N7220";"N 72.20";"Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften";""
2;"N73";"N 73";"Werbung und Marktforschung sowie Public-Relations-Beratung";""
3;"N731";"N 73.1";"Werbung";""
4;"N7311";"N 73.11";"Tätigkeiten von Werbeagenturen";""
4;"N7312";"N 73.12";"Vermarktung und Vermittlung von Werbezeiten und Werbeflächen";""
3;"N732";"N 73.2";"Markt- und Meinungsforschung";""
4;"N7320";"N 73.20";"Markt- und Meinungsforschung";""
3;"N733";"N 73.3";"Public-Relations-Beratung";""
4;"N7330";"N 73.30";"Public-Relations-Beratung";""
2;"N74";"N 74";"Sonstige wissenschaftliche und technische Tätigkeiten";""
3;"N741";"N 74.1";"Ateliers für Textil-, Schmuck-, Grafik- u. Ä. Design";""
4;"N7411";"N 74.11";"Industrie-, Produkt- und Modedesign";""
4;"N7412";"N 74.12";"Grafik- und Kommunikationsdesign";""
4;"N7413";"N 74.13";"Innenraumdesign und Raumgestaltung";""
4;"N7414";"N 74.14";"Sonstige spezialisierte Designtätigkeiten";""
3;"N742";"N 74.2";"Fotografie und Fotolabors";""
4;"N7420";"N 74.20";"Fotografie und Fotolabors";""
3;"N743";"N 74.3";"Übersetzen und Dolmetschen";""
4;"N7430";"N 74.30";"Übersetzen und Dolmetschen";""
3;"N749";"N 74.9";"Sonstige wissenschaftliche und technische Tätigkeiten a. n. g.";""
4;"N7491";"N 74.91";"Erbringung von Vermittlungs- und Vermarktungsdienstleistungen für Patente";""
4;"N7499";"N 74.99";"Alle anderen wissenschaftlichen und technischen Tätigkeiten a. n. g.";""
2;"N75";"N 75";"Veterinärwesen";""
3;"N750";"N 75.0";"Veterinärwesen";""
4;"N7500";"N 75.00";"Veterinärwesen";""
1;"O";"O";"ERBRINGUNG VON SONSTIGEN WIRTSCHAFTLICHEN DIENSTLEISTUNGEN";""
2;"O77";"O 77";"Vermietung und Leasing";""
3;"O771";"O 77.1";"Vermietung von Kraftwagen";""
4;"O7711";"O 77.11";"Vermietung von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger";""
4;"O7712";"O 77.12";"Vermietung von Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t";""
3;"O772";"O 77.2";"Vermietung von Gebrauchsgütern";""
4;"O7721";"O 77.21";"Vermietung von Sport- und Freizeitgeräten";""
4;"O7722";"O 77.22";"Vermietung von sonstigen Gebrauchsgütern";""
3;"O773";"O 77.3";"Vermietung von Maschinen, Geräten und sonstigen beweglichen Sachen";""
4;"O7731";"O 77.31";"Vermietung von landwirtschaftlichen Maschinen und Geräten";""
4;"O7732";"O 77.32";"Vermietung von Baumaschinen und -geräten";""
4;"O7733";"O 77.33";"Vermietung von Büromaschinen, Datenverarbeitungsgeräten und -einrichtungen";""
4;"O7734";"O 77.34";"Vermietung von Wasserfahrzeugen";""
4;"O7735";"O 77.35";"Vermietung von Luftfahrzeugen";""
4;"O7739";"O 77.39";"Vermietung von sonstigen Maschinen, Geräten und beweglichen Sachen a. n. g.";""
3;"O774";"O 77.4";"Leasing von nichtfinanziellen immateriellen Vermögensgütern, ohne Copyrights";""
4;"O7740";"O 77.40";"Leasing von nichtfinanziellen immateriellen Vermögensgütern, ohne Copyrights";""
3;"O775";"O 77.5";"Vermittlungstätigkeiten für die Vermietung und das Leasing von beweglichen Sachen und nichtfinanziellen immateriellen Vermögenswerten";""
4;"O7751";"O 77.51";"Vermittlungstätigkeiten für die Vermietung und das Leasing von Autos, Wohnmobilen und Anhängern";""
4;"O7752";"O 77.52";"Vermittlungstätigkeiten für die Vermietung und das Leasing von sonstigen beweglichen Sachen und nichtfinanziellen immateriellen Vermögensgütern";""
2;"O78";"O 78";"Vermittlung und Überlassung von Arbeitskräften";""
3;"O781";"O 78.1";"Vermittlung von Arbeitskräften";""
4;"O7810";"O 78.10";"Vermittlung von Arbeitskräften";""
3;"O782";"O 78.2";"Überlassung von Arbeitskräften und sonstige Personaldienstleistungen";""
4;"O7820";"O 78.20";"Überlassung von Arbeitskräften und sonstige Personaldienstleistungen";""
2;"O79";"O 79";"Reisebüros, Reiseveranstalter und Erbringung sonstiger Reservierungsdienstleistungen";""
3;"O791";"O 79.1";"Reisebüros und Reiseveranstalter";""
4;"O7911";"O 79.11";"Reisebüros";""
4;"O7912";"O 79.12";"Reiseveranstalter";""
3;"O799";"O 79.9";"Erbringung sonstiger Reservierungsdienstleistungen";""
4;"O7990";"O 79.90";"Erbringung sonstiger Reservierungsdienstleistungen";""
2;"O80";"O 80";"Wach- und Sicherheitsdienste sowie Detekteien";""
3;"O800";"O 80.0";"Wach- und Sicherheitsdienste sowie Detekteien";""
4;"O8001";"O 80.01";"Private Wach- und Sicherheitsdienste sowie Detekteien";""
4;"O8009";"O 80.09";"Sicherheitsdienste a. n. g.";""
2;"O81";"O 81";"Gebäudebetreuung; Garten- und Landschaftsbau";""
3;"O811";"O 81.1";"Hausmeisterdienste";""
4;"O8110";"O 81.10";"Hausmeisterdienste";""
3;"O812";"O 81.2";"Reinigung von Gebäuden, Straßen und Verkehrsmitteln";""
4;"O8121";"O 81.21";"Allgemeine Gebäudereinigung";""
4;"O8122";"O 81.22";"Spezielle Reinigung von Gebäuden und Reinigung von Maschinen";""
4;"O8123";"O 81.23";"Sonstige Reinigung";""
3;"O813";"O 81.3";"Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen";""
4;"O8130";"O 81.30";"Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen";""
2;"O82";"O 82";"Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen";""
3;"O821";"O 82.1";"Sekretariats- und Schreibdienste, Copy-Shops";""
4;"O8210";"O 82.10";"Sekretariats- und Schreibdienste, Copy-Shops";""
3;"O822";"O 82.2";"Call Centers";""
4;"O8220";"O 82.20";"Call Centers";""
3;"O823";"O 82.3";"Messe-, Kongress- und Business-Event-Veranstalter";""
4;"O8230";"O 82.30";"Messe-, Kongress- und Business-Event-Veranstalter";""
3;"O824";"O 82.4";"Vermittlungstätigkeiten für die Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.";""
4;"O8240";"O 82.40";"Vermittlungstätigkeiten für die Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.";""
3;"O829";"O 82.9";"Erbringung wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen a. n. g.";""
4;"O8291";"O 82.91";"Inkassobüros und Auskunfteien";""
4;"O8292";"O 82.92";"Abfüllen und Verpacken";""
4;"O8299";"O 82.99";"Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen a. n. g.";""
1;"P";"P";"ÖFFENTLICHE VERWALTUNG, VERTEIDIGUNG; SOZIALVERSICHERUNG";""
2;"P84";"P 84";"Öffentliche Verwaltung, Verteidigung; Sozialversicherung";""
3;"P841";"P 84.1";"Öffentliche Verwaltung";""
4;"P8411";"P 84.11";"Allgemeine öffentliche Verwaltung";""
4;"P8412";"P 84.12";"Öffentliche Verwaltung auf den Gebieten Gesundheitswesen, Bildung, Kultur und Sozialwesen";""
4;"P8413";"P 84.13";"Wirtschaftsförderung, -ordnung und -aufsicht";""
3;"P842";"P 84.2";"Auswärtige Angelegenheiten, Verteidigung, Rechtspflege/Justiz, öffentliche Sicherheit und Ordnung";""
4;"P8421";"P 84.21";"Auswärtige Angelegenheiten";""
4;"P8422";"P 84.22";"Verteidigung";""
4;"P8423";"P 84.23";"Rechtspflege/Justiz";""
4;"P8424";"P 84.24";"Öffentliche Sicherheit und Ordnung";""
4;"P8425";"P 84.25";"Feuerwehren";""
3;"P843";"P 84.3";"Sozialversicherung";""
4;"P8430";"P 84.30";"Sozialversicherung";""
1;"Q";"Q";"ERZIEHUNG UND UNTERRICHT";""
2;"Q85";"Q 85";"Erziehung und Unterricht";""
3;"Q851";"Q 85.1";"Kindergärten und Vorschulen";""
4;"Q8510";"Q 85.10";"Kindergärten und Vorschulen";""
3;"Q852";"Q 85.2";"Grundschulen/Volksschulen";""
4;"Q8520";"Q 85.20";"Grundschulen/Volksschulen";""
3;"Q853";"Q 85.3";"Weiterführende Schulen und postsekundärer, nicht tertiärer Unterricht";""
4;"Q8531";"Q 85.31";"Allgemeinbildende weiterführende Schulen";""
4;"Q8532";"Q 85.32";"Berufsbildende weiterführende Schulen";""
4;"Q8533";"Q 85.33";"Postsekundärer, nicht tertiärer Unterricht";""
3;"Q854";"Q 85.4";"Tertiärer Unterricht";""
4;"Q8540";"Q 85.40";"Tertiärer Unterricht";""
3;"Q855";"Q 85.5";"Sonstiger Unterricht";""
4;"Q8551";"Q 85.51";"Sport- und Freizeitunterricht";""
4;"Q8552";"Q 85.52";"Kulturunterricht";""
4;"Q8553";"Q 85.53";"Fahr- und Flugschulen";""
4;"Q8559";"Q 85.59";"Sonstiger Unterricht a. n. g.";""
3;"Q856";"Q 85.6";"Erbringung von Dienstleistungen für Erziehung und Unterricht";""
4;"Q8561";"Q 85.61";"Vermittlungstätigkeiten für Erziehung und Unterricht";""
4;"Q8569";"Q 85.69";"Erbringung von Dienstleistungen für Erziehung und Unterricht a. n. g.";""
1;"R";"R";"GESUNDHEITS- UND SOZIALWESEN";""
2;"R86";"R 86";"Gesundheitswesen";""
3;"R861";"R 86.1";"Krankenhäuser";""
4;"R8610";"R 86.10";"Krankenhäuser";""
3;"R862";"R 86.2";"Arzt- und Zahnarztpraxen";""
4;"R8621";"R 86.21";"Arztpraxen für Allgemeinmedizin";""
4;"R8622";"R 86.22";"Facharztpraxen";""
4;"R8623";"R 86.23";"Zahnarztpraxen";""
3;"R869";"R 86.9";"Sonstiges Gesundheitswesen";""
4;"R8691";"R 86.91";"Erbringung von Dienstleistungen der diagnostischen Bildgebung sowie von medizinischen Laboratorien";""
4;"R8692";"R 86.92";"Rettungs- und Krankentransportdienste";""
4;"R8693";"R 86.93";"Erbringung von Dienstleistungen von Psychotherapeutinnen und -therapeuten, klinischen und Gesundheitspsychologinnen und -psychologen, ohne ärztliche Therapien";""
4;"R8694";"R 86.94";"Krankenpflege, Geburtshilfe und Hebammen";""
4;"R8695";"R 86.95";"Erbringung von physiotherapeutischen Dienstleistungen";""
4;"R8696";"R 86.96";"Traditionelle, komplementäre und alternative medizinische Tätigkeiten";""
4;"R8697";"R 86.97";"Vermittlungstätigkeiten für medizinische, zahnärztliche und andere Gesundheitstätigkeiten";""
4;"R8699";"R 86.99";"Sonstiges Gesundheitswesen a. n. g.";""
2;"R87";"R 87";"Heime, ohne Erholungs- und Ferienheime";""
3;"R871";"R 87.1";"Pflegeheime";""
4;"R8710";"R 87.10";"Pflegeheime";""
3;"R872";"R 87.2";"Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung";""
4;"R8720";"R 87.20";"Stationäre Einrichtungen zur psychosozialen Betreuung, Suchtbekämpfung";""
3;"R873";"R 87.3";"Seniorenwohnheime und Wohnheime für Menschen mit Behinderung";""
4;"R8730";"R 87.30";"Seniorenwohnheime und Wohnheime für Menschen mit Behinderung";""
3;"R879";"R 87.9";"Sonstige Heime, ohne Erholungs- und Ferienheime, und Tätigkeiten für stationäre Betreuung";""
4;"R8791";"R 87.91";"Vermittlungstätigkeiten für Heime und stationäre Betreuung";""
4;"R8799";"R 87.99";"Sonstige Heime, ohne Erholungs- und Ferienheime, a. n. g.";""
2;"R88";"R 88";"Sozialwesen, ohne Heime";""
3;"R881";"R 88.1";"Soziale Betreuung von älteren Menschen und von Menschen mit Behinderung";""
4;"R8810";"R 88.10";"Soziale Betreuung von älteren Menschen und von Menschen mit Behinderung";""
3;"R889";"R 88.9";"Sonstiges Sozialwesen, ohne Heime";""
4;"R8891";"R 88.91";"Tagesbetreuung von Kindern";""
4;"R8899";"R 88.99";"Sonstiges Sozialwesen a. n. g.";""
1;"S";"S";"KUNST, SPORT UND ERHOLUNG";""
2;"S90";"S 90";"Kunstschaffende Tätigkeiten und Tätigkeiten in der darstellenden Kunst";""
3;"S901";"S 90.1";"Kunstschaffende Tätigkeiten";""
4;"S9011";"S 90.11";"Literarisches Schaffen und Musikkomposition";""
4;"S9012";"S 90.12";"Bildende Kunst";""
4;"S9013";"S 90.13";"Sonstige kunstschaffende Tätigkeiten";""
3;"S902";"S 90.2";"Darstellende Kunst";""
4;"S9020";"S 90.20";"Darstellende Kunst";""
3;"S903";"S 90.3";"Erbringung von Dienstleistungen für kunstschaffende und darstellende Künste";""
4;"S9031";"S 90.31";"Betrieb von Einrichtungen für kunstschaffende und darstellende Künste";""
4;"S9039";"S 90.39";"Erbringung von sonstigen Dienstleistungen für kunstschaffende und darstellende Künste";""
2;"S91";"S 91";"Bibliotheken, Archive, Museen, botanische und zoologische Gärten";""
3;"S911";"S 91.1";"Bibliotheken und Archive";""
4;"S9111";"S 91.11";"Bibliotheken";""
4;"S9112";"S 91.12";"Archive";""
3;"S912";"S 91.2";"Museen, Sammlungen, historische Stätten und Denkmäler";""
4;"S9121";"S 91.21";"Museen und Sammlungen";""
4;"S9122";"S 91.22";"Historische Stätten und Denkmäler";""
3;"S913";"S 91.3";"Konservierung, Restaurierung und sonstige unterstützende Tätigkeiten für das kulturelle Erbe";""
4;"S9130";"S 91.30";"Konservierung, Restaurierung und sonstige unterstützende Tätigkeiten für das kulturelle Erbe";""
3;"S914";"S 91.4";"Botanische und zoologische Gärten sowie Naturparks";""
4;"S9141";"S 91.41";"Botanische und zoologische Gärten";""
4;"S9142";"S 91.42";"Naturparks";""
2;"S92";"S 92";"Spiel-, Wett- und Lotteriewesen";""
3;"S920";"S 92.0";"Spiel-, Wett- und Lotteriewesen";""
4;"S9200";"S 92.00";"Spiel-, Wett- und Lotteriewesen";""
2;"S93";"S 93";"Erbringung von Dienstleistungen des Sports, der Unterhaltung und der Erholung";""
3;"S931";"S 93.1";"Erbringung von Dienstleistungen des Sports";""
4;"S9311";"S 93.11";"Betrieb von Sportanlagen";""
4;"S9312";"S 93.12";"Sportvereine";""
4;"S9313";"S 93.13";"Fitnesszentren";""
4;"S9319";"S 93.19";"Erbringung von Dienstleistungen des Sports a. n. g.";""
3;"S932";"S 93.2";"Erbringung von sonstigen Dienstleistungen der Unterhaltung und der Erholung";""
4;"S9321";"S 93.21";"Vergnügungs- und Themenparks";""
4;"S9329";"S 93.29";"Erbringung von sonstigen Dienstleistungen der Unterhaltung und der Erholung a. n. g.";""
1;"T";"T";"ERBRINGUNG VON SONSTIGEN DIENSTLEISTUNGEN";""
2;"T94";"T 94";"Interessenvertretungen sowie kirchliche und sonstige religiöse Vereinigungen, ohne Sozialwesen und Sport";""
3;"T941";"T 94.1";"Wirtschafts- und Arbeitgeberverbände, Berufsorganisationen";""
4;"T9411";"T 94.11";"Wirtschafts- und Arbeitgeberverbände";""
4;"T9412";"T 94.12";"Berufsorganisationen";""
3;"T942";"T 94.2";"Arbeitnehmervereinigungen";""
4;"T9420";"T 94.20";"Arbeitnehmervereinigungen";""
3;"T949";"T 94.9";"Kirchliche Vereinigungen; politische Parteien sowie sonstige Interessenvertretungen und Vereinigungen";""
4;"T9491";"T 94.91";"Kirchliche und sonstige religiöse Vereinigungen";""
4;"T9492";"T 94.92";"Politische Parteien und Vereinigungen";""
4;"T9499";"T 94.99";"Sonstige Interessenvertretungen und Vereinigungen a. n. g.";""
2;"T95";"T 95";"Reparatur und Instandhaltung von Datenverarbeitungsgeräten und Gebrauchsgütern sowie von Kraftwagen und Krafträdern";""
3;"T951";"T 95.1";"Reparatur und Instandhaltung von Datenverarbeitungs- und Telekommunikationsgeräten";""
4;"T9510";"T 95.10";"Reparatur und Instandhaltung von Datenverarbeitungs- und Telekommunikationsgeräten";""
3;"T952";"T 95.2";"Reparatur und Instandhaltung von Gebrauchsgütern";""
4;"T9521";"T 95.21";"Reparatur und Instandhaltung von Geräten der Unterhaltungselektronik";""
4;"T9522";"T 95.22";"Reparatur und Instandhaltung von elektrischen Haushaltsgeräten und Gartengeräten";""
4;"T9523";"T 95.23";"Reparatur und Instandhaltung von Schuhen und Lederwaren";""
4;"T9524";"T 95.24";"Reparatur und Instandhaltung von Möbeln und Einrichtungsgegenständen";""
4;"T9525";"T 95.25";"Reparatur und Instandhaltung von Uhren und Schmuck";""
4;"T9529";"T 95.29";"Reparatur und Instandhaltung von Gebrauchsgütern a. n. g.";""
3;"T953";"T 95.3";"Reparatur und Instandhaltung von Kraftwagen und Krafträdern";""
4;"T9531";"T 95.31";"Reparatur und Instandhaltung von Kraftwagen";""
4;"T9532";"T 95.32";"Reparatur und Instandhaltung von Krafträdern";""
3;"T954";"T 95.4";"Vermittlungstätigkeiten für die Reparatur und Instandhaltung von Datenverarbeitungsgeräten und Gebrauchsgütern sowie von Kraftwagen und Krafträdern";""
4;"T9540";"T 95.40";"Vermittlungstätigkeiten für die Reparatur und Instandhaltung von Datenverarbeitungsgeräten und Gebrauchsgütern sowie von Kraftwagen und Krafträdern";""
2;"T96";"T 96";"Erbringung von überwiegend persönlichen Dienstleistungen";""
3;"T961";"T 96.1";"Wäscherei und chemische Reinigung";""
4;"T9610";"T 96.10";"Wäscherei und chemische Reinigung";""
3;"T962";"T 96.2";"Frisör- und Kosmetiksalons, Day Spas u. Ä.";""
4;"T9621";"T 96.21";"Frisör- und Barbiersalons";""
4;"T9622";"T 96.22";"Kosmetiksalons und ähnliche Schönheitsbehandlungen";""
4;"T9623";"T 96.23";"Day Spas, Saunas, Dampfbäder";""
3;"T963";"T 96.3";"Bestattungswesen";""
4;"T9630";"T 96.30";"Bestattungswesen";""
3;"T964";"T 96.4";"Vermittlungstätigkeiten für überwiegend persönliche Dienstleistungen";""
4;"T9640";"T 96.40";"Vermittlungstätigkeiten für überwiegend persönliche Dienstleistungen";""
3;"T969";"T 96.9";"Erbringung von sonstigen überwiegend persönlichen Dienstleistungen";""
4;"T9691";"T 96.91";"Erbringung von haushaltsbezogenen Dienstleistungen";""
4;"T9699";"T 96.99";"Erbringung von sonstigen überwiegend persönlichen Dienstleistungen a. n. g.";""
1;"U";"U";"PRIVATE HAUSHALTE MIT HAUSPERSONAL SOWIE HERSTELLUNG VON WAREN UND ERBRINGUNG VON DIENSTLEISTUNGEN DURCH PRIVATE HAUSHALTE FÜR DEN EIGENBEDARF OHNE AUSGEPRÄGTEN SCHWERPUNKT";""
2;"U97";"U 97";"Private Haushalte mit Hauspersonal";""
3;"U970";"U 97.0";"Private Haushalte mit Hauspersonal";""
4;"U9700";"U 97.00";"Private Haushalte mit Hauspersonal";""
2;"U98";"U 98";"Herstellung von Waren und Erbringung von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt";""
3;"U981";"U 98.1";"Herstellung von Waren durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt";""
4;"U9810";"U 98.10";"Herstellung von Waren durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt";""
3;"U982";"U 98.2";"Erbringungen von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt";""
4;"U9820";"U 98.20";"Erbringungen von Dienstleistungen durch private Haushalte für den Eigenbedarf ohne ausgeprägten Schwerpunkt";""
1;"V";"V";"EXTERRITORIALE ORGANISATIONEN UND KÖRPERSCHAFTEN";""
2;"V99";"V 99";"Exterritoriale Organisationen und Körperschaften";""
3;"V990";"V 99.0";"Exterritoriale Organisationen und Körperschaften";""
4;"V9900";"V 99.00";"Exterritoriale Organisationen und Körperschaften";""
