"Ebene";"EDV-Code";"Code";"Titel";"Kurztitel"
4;"F4391";"F 43.91";"Masonry and bricklaying activities";""
4;"F4399";"F 43.99";"Other specialised construction activities n.e.c.";""
1;"G";"G";"WHOLESALE AND RETAIL TRADE";""
2;"G46";"G 46";"Wholesale trade";""
3;"G461";"G 46.1";"Wholesale on a fee or contract basis";""
4;"G4611";"G 46.11";"Activities of agents involved in the wholesale of agricultural raw materials, live animals, textile raw materials and semi-finished goods";""
4;"G4612";"G 46.12";"Activities of agents involved in the wholesale of fuels, ores, metals and industrial chemicals";""
4;"G4613";"G 46.13";"Activities of agents involved in the wholesale of timber and building materials";""
4;"G4614";"G 46.14";"Activities of agents involved in the wholesale of machinery, industrial equipment, ships and aircraft";""
4;"G4615";"G 46.15";"Activities of agents involved in the wholesale of furniture, household goods, hardware and ironmongery";""
4;"G4616";"G 46.16";"Activities of agents involved in the wholesale of textiles, clothing, fur, footwear and leather goods";""
4;"G4617";"G 46.17";"Activities of agents involved in the wholesale of food, beverages and tobacco";""
4;"G4618";"G 46.18";"Activities of agents involved in the wholesale of other particular products";""
4;"G4619";"G 46.19";"Activities of agents involved in non-specialised wholesale";""
3;"G462";"G 46.2";"Wholesale of agricultural raw materials and live animals";""
4;"G4621";"G 46.21";"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds";""
4;"G4622";"G 46.22";"Wholesale of flowers and plants";""
4;"G4623";"G 46.23";"Wholesale of live animals";""
4;"G4624";"G 46.24";"Wholesale of hides, skins and leather";""
3;"G463";"G 46.3";"Wholesale of food, beverages and tobacco";""
4;"G4631";"G 46.31";"Wholesale of fruit and vegetables";""
4;"G4632";"G 46.32";"Wholesale of meat, meat products, fish and fish products";""
4;"G4633";"G 46.33";"Wholesale of dairy products, eggs and edible oils and fats";""
4;"G4634";"G 46.34";"Wholesale of beverages";""
4;"G4635";"G 46.35";"Wholesale of tobacco products";""
4;"G4636";"G 46.36";"Wholesale of sugar, chocolate and sugar confectionery";""
4;"G4637";"G 46.37";"Wholesale of coffee, tea, cocoa and spices";""
4;"G4638";"G 46.38";"Wholesale of other food";""
4;"G4639";"G 46.39";"Non-specialised wholesale of food, beverages and tobacco";""
3;"G464";"G 46.4";"Wholesale of household goods";""
4;"G4641";"G 46.41";"Wholesale of textiles";""
4;"G4642";"G 46.42";"Wholesale of clothing and footwear";""
4;"G4643";"G 46.43";"Wholesale of electrical household appliances";""
4;"G4644";"G 46.44";"Wholesale of china and glassware and cleaning materials";""
4;"G4645";"G 46.45";"Wholesale of perfume and cosmetics";""
4;"G4646";"G 46.46";"Wholesale of pharmaceutical and medical goods";""
4;"G4647";"G 46.47";"Wholesale of household, office and shop furniture, carpets and lighting equipment";""
4;"G4648";"G 46.48";"Wholesale of watches and jewellery";""
4;"G4649";"G 46.49";"Wholesale of other household goods";""
3;"G465";"G 46.5";"Wholesale of information and communication equipment";""
4;"G4650";"G 46.50";"Wholesale of information and communication equipment";""
3;"G466";"G 46.6";"Wholesale of other machinery, equipment and supplies";""
4;"G4661";"G 46.61";"Wholesale of agricultural machinery, equipment and supplies";""
4;"G4662";"G 46.62";"Wholesale of machine tools";""
4;"G4663";"G 46.63";"Wholesale of mining, construction and civil engineering machinery";""
4;"G4664";"G 46.64";"Wholesale of other machinery and equipment";""
3;"G467";"G 46.7";"Wholesale of motor vehicles, motorcycles and related parts and accessories";""
4;"G4671";"G 46.71";"Wholesale of motor vehicles";""
4;"G4672";"G 46.72";"Wholesale of motor vehicle parts and accessories";""
4;"G4673";"G 46.73";"Wholesale of motorcycles, motorcycle parts and accessories";""
3;"G468";"G 46.8";"Other specialised wholesale";""
4;"G4681";"G 46.81";"Wholesale of solid, liquid and gaseous fuels and related products";""
4;"G4682";"G 46.82";"Wholesale of metals and metal ores";""
4;"G4683";"G 46.83";"Wholesale of wood, construction materials and sanitary equipment";""
4;"G4684";"G 46.84";"Wholesale of hardware, plumbing and heating equipment and supplies";""
4;"G4685";"G 46.85";"Wholesale of chemical products";""
4;"G4686";"G 46.86";"Wholesale of other intermediate products";""
4;"G4687";"G 46.87";"Wholesale of waste and scrap";""
4;"G4689";"G 46.89";"Other specialised wholesale n.e.c.";""
3;"G469";"G 46.9";"Non-specialised wholesale trade";""
4;"G4690";"G 46.90";"Non-specialised wholesale trade";""
2;"G47";"G 47";"Retail trade";""
3;"G471";"G 47.1";"Non-specialised retail sale";""
4;"G4711";"G 47.11";"Non-specialised retail sale of predominately food, beverages or tobacco";""
4;"G4712";"G 47.12";"Other non-specialised retail sale";""
3;"G472";"G 47.2";"Retail sale of food, beverages and tobacco";""
4;"G4721";"G 47.21";"Retail sale of fruit and vegetables";""
4;"G4722";"G 47.22";"Retail sale of meat and meat products";""
4;"G4723";"G 47.23";"Retail sale of fish, crustaceans and molluscs";""
4;"G4724";"G 47.24";"Retail sale of bread, cake and confectionery";""
4;"G4725";"G 47.25";"Retail sale of beverages";""
4;"G4726";"G 47.26";"Retail sale of tobacco products";""
4;"G4727";"G 47.27";"Retail sale of other food";""
3;"G473";"G 47.3";"Retail sale of automotive fuel";""
4;"G4730";"G 47.30";"Retail sale of automotive fuel";""
3;"G474";"G 47.4";"Retail sale of information and communication equipment";""
4;"G4740";"G 47.40";"Retail sale of information and communication equipment";""
3;"G475";"G 47.5";"Retail sale of other household equipment";""
4;"G4751";"G 47.51";"Retail sale of textiles";""
4;"G4752";"G 47.52";"Retail sale of hardware, building materials, paints and glass";""
4;"G4753";"G 47.53";"Retail sale of carpets, rugs, wall and floor coverings";""
4;"G4754";"G 47.54";"Retail sale of electrical household appliances";""
4;"G4755";"G 47.55";"Retail sale of furniture, lighting equipment, tableware and other household goods";""
3;"G476";"G 47.6";"Retail sale of cultural and recreation goods";""
4;"G4761";"G 47.61";"Retail sale of books";""
4;"G4762";"G 47.62";"Retail sale of newspapers, and other periodical publications and stationery";""
4;"G4763";"G 47.63";"Retail sale of sporting equipment";""
4;"G4764";"G 47.64";"Retail sale of games and toys";""
4;"G4769";"G 47.69";"Retail sale of cultural and recreational goods n.e.c.";""
3;"G477";"G 47.7";"Retail sale of other goods, except motor vehicles and motorcycles";""
4;"G4771";"G 47.71";"Retail sale of clothing";""
4;"G4772";"G 47.72";"Retail sale of footwear and leather goods";""
4;"G4773";"G 47.73";"Retail sale of pharmaceutical products";""
4;"G4774";"G 47.74";"Retail sale of medical and orthopaedic goods";""
4;"G4775";"G 47.75";"Retail sale of cosmetic and toilet articles";""
4;"G4776";"G 47.76";"Retail sale of flowers, plants, fertilisers, pets and pet food";""
4;"G4777";"G 47.77";"Retail sale of watches and jewellery";""
4;"G4778";"G 47.78";"Retail sale of other new goods";""
4;"G4779";"G 47.79";"Retail sale of second-hand goods";""
3;"G478";"G 47.8";"Retail sale of motor vehicles, motorcycles and related parts and accessories";""
4;"G4781";"G 47.81";"Retail sale of motor vehicles";""
4;"G4782";"G 47.82";"Retail sale of motor vehicle parts and accessories";""
4;"G4783";"G 47.83";"Retail sale of motorcycles, motorcycle parts and accessories";""
3;"G479";"G 47.9";"Intermediation service activities for retail sale";""
4;"G4791";"G 47.91";"Intermediation service activities for non-specialised retail sale";""
4;"G4792";"G 47.92";"Intermediation service activities for specialised retail sale";""
1;"H";"H";"TRANSPORTATION AND STORAGE";""
2;"H49";"H 49";"Land transport and transport via pipelines";""
3;"H491";"H 49.1";"Passenger rail transport";""
4;"H4911";"H 49.11";"Passenger heavy rail transport";""
4;"H4912";"H 49.12";"Other passenger rail transport";""
3;"H492";"H 49.2";"Freight rail transport";""
4;"H4920";"H 49.20";"Freight rail transport";""
3;"H493";"H 49.3";"Other passenger land transport";""
4;"H4931";"H 49.31";"Scheduled passenger transport by road";""
4;"H4932";"H 49.32";"Non-scheduled passenger transport by road";""
4;"H4933";"H 49.33";"On-demand passenger transport service activities by vehicle with driver";""
4;"H4934";"H 49.34";"Passenger transport by cableways and ski lifts";""
4;"H4939";"H 49.39";"Other passenger land transport n.e.c.";""
3;"H494";"H 49.4";"Freight transport by road and removal services";""
4;"H4941";"H 49.41";"Freight transport by road";""
4;"H4942";"H 49.42";"Removal services";""
3;"H495";"H 49.5";"Transport via pipeline";""
4;"H4950";"H 49.50";"Transport via pipeline";""
2;"H50";"H 50";"Water transport";""
3;"H501";"H 50.1";"Sea and coastal passenger water transport";""
4;"H5010";"H 50.10";"Sea and coastal passenger water transport";""
3;"H502";"H 50.2";"Sea and coastal freight water transport";""
4;"H5020";"H 50.20";"Sea and coastal freight water transport";""
3;"H503";"H 50.3";"Inland passenger water transport";""
4;"H5030";"H 50.30";"Inland passenger water transport";""
3;"H504";"H 50.4";"Inland freight water transport";""
4;"H5040";"H 50.40";"Inland freight water transport";""
2;"H51";"H 51";"Air transport";""
3;"H511";"H 51.1";"Passenger air transport";""
4;"H5110";"H 51.10";"Passenger air transport";""
3;"H512";"H 51.2";"Freight air transport and space transport";""
4;"H5121";"H 51.21";"Freight air transport";""
4;"H5122";"H 51.22";"Space transport";""
2;"H52";"H 52";"Warehousing, storage and support activities for transportation";""
3;"H521";"H 52.1";"Warehousing and storage";""
4;"H5210";"H 52.10";"Warehousing and storage";""
3;"H522";"H 52.2";"Support activities for transportation";""
4;"H5221";"H 52.21";"Service activities incidental to land transportation";""
4;"H5222";"H 52.22";"Service activities incidental to water transportation";""
4;"H5223";"H 52.23";"Service activities incidental to air transportation";""
4;"H5224";"H 52.24";"Cargo handling";""
4;"H5225";"H 52.25";"Logistics service activities";""
4;"H5226";"H 52.26";"Other support activities for transportation";""
3;"H523";"H 52.3";"Intermediation service activities for transportation";""
4;"H5231";"H 52.31";"Intermediation service activities for freight transportation";""
4;"H5232";"H 52.32";"Intermediation service activities for passenger transportation";""
2;"H53";"H 53";"Postal and courier activities";""
3;"H531";"H 53.1";"Postal activities under universal service obligation";""
4;"H5310";"H 53.10";"Postal activities under universal service obligation";""
3;"H532";"H 53.2";"Other postal and courier activities";""
4;"H5320";"H 53.20";"Other postal and courier activities";""
3;"H533";"H 53.3";"Intermediation service activities for postal and courier activities";""
4;"H5330";"H 53.30";"Intermediation service activities for postal and courier activities";""
1;"I";"I";"ACCOMMODATION AND FOOD SERVICE ACTIVITIES";""
2;"I55";"I 55";"Accommodation";""
3;"I551";"I 55.1";"Hotels and similar accommodation";""
4;"I5510";"I 55.10";"Hotels and similar accommodation";""
3;"I552";"I 55.2";"Holiday and other short-stay accommodation";""
4;"I5520";"I 55.20";"Holiday and other short-stay accommodation";""
3;"I553";"I 55.3";"Camping grounds and recreational vehicle parks";""
4;"I5530";"I 55.30";"Camping grounds and recreational vehicle parks";""
3;"I554";"I 55.4";"Intermediation service activities for accommodation";""
4;"I5540";"I 55.40";"Intermediation service activities for accommodation";""
3;"I559";"I 55.9";"Other accommodation";""
4;"I5590";"I 55.90";"Other accommodation";""
2;"I56";"I 56";"Food and beverage service activities";""
3;"I561";"I 56.1";"Restaurants and mobile food service activities";""
4;"I5611";"I 56.11";"Restaurant activities";""
